playername,playerid,vsname,vsid,date,Play
B_Pinder,1209,Y Alonso,2530,2016-04-20,Yonder Alonso grounded into a double play to shortstop (Grounder). Jed Lowrie advanced to 3B. Khris Davis out at second.
B_Pinder,1209,B Butler,7399,2016-04-20,Billy Butler singled to right (Liner).
B_Pinder,1209,J Lowrie,4418,2016-04-20,Jed Lowrie walked. Billy Butler advanced to 3B. Stephen Vogt advanced to 2B.
